Company,TypeName,Inches,Ram,OpSys,Weight_Kg,Price,SSD,HDD,Hybrid,Flash_Storage,Resolution,Touchscreen,Cpu_Brand,Cpu_Proc,Cpu_GHz,Gpu_Type
Dell,Notebook,13.3,4,Windows 10,1.65,36709.92,128,0,0,0,1366x768,False,Intel,Core i3,2.0,Intel HD
HP,Ultrabook,14.0,8,Windows 10,1.43,79920.0,256,0,0,0,1920x1080,False,Intel,Core i7,2.5,Intel HD
Dell,Notebook,15.6,8,Windows 10,2.14,28768.536,0,1000,0,0,1366x768,False,Intel,Core i5,2.5,Intel HD
Lenovo,Ultrabook,14.0,8,Windows 10,1.75,64755.4464,256,0,0,0,1920x1080,False,Intel,Core i7,1.8,AMD Radeon
Lenovo,2 in 1 Convertible,15.6,16,Windows 10,2.0,101178.72,512,0,0,0,3840x2160,True,Intel,Core i7,2.8,Nvidia GeForce
Chuwi,Notebook,12.3,6,Windows 10,1.4,23922.72,0,0,0,64,2736x1824,False,Intel,Celeron Quad Core,1.1,Intel HD
HP,Notebook,15.6,8,Windows 10,2.31,76030.56,256,0,0,0,1920x1080,False,Intel,Core i7,2.9,Intel HD
Asus,Notebook,35.6,8,Linux,2.3,31808.16,0,1000,0,0,1920x1080,False,Intel,Core i3,2.4,Nvidia GeForce
Dell,Gaming,27.3,16,Windows 10,4.42,149130.72,256,1000,0,0,2560x1440,False,Intel,Core i7,2.9,Nvidia GeForce
Dell,Gaming,15.6,8,Windows 10,2.62,61751.52,128,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Dell,Notebook,15.6,8,Windows 10,2.02,60867.072,256,2000,0,0,1920x1080,False,Intel,Core i7,1.8,AMD Radeon
Dell,Ultrabook,14.0,8,Linux,1.6,58554.72,256,0,0,0,1920x1080,False,Intel,Core i7,2.8,Intel HD
HP,Gaming,17.3,12,Windows 10,3.35,106506.72,256,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Mediacom,2 in 1 Convertible,11.6,4,Windows 10,1.16,15930.72,32,0,0,0,1920x1080,True,Intel,Celeron Dual Core,1.1,Intel HD
Samsung,Netbook,11.6,4,Chrome OS,1.15,14332.32,0,0,0,16,1366x768,False,Intel,Celeron Dual Core,1.6,Intel HD
Lenovo,Notebook,13.3,8,Windows 10,1.4,53812.8,256,0,0,0,1920x1080,False,Intel,Core i7,2.7,Intel HD
Lenovo,Notebook,14.0,4,Windows 10,1.7,31914.72,128,0,0,0,1920x1080,False,Intel,Core i3,2.7,Intel HD
Lenovo,Workstation,15.6,16,Windows 10,2.3,130269.6,512,0,0,0,3840x2160,False,Intel,Core i7,2.8,Nvidia GeForce
Lenovo,Notebook,15.6,16,Windows 10,2.5,130482.72,512,0,0,0,1920x1080,False,Intel,Core i7,2.9,Nvidia Quadro
Asus,Gaming,17.3,8,Windows 10,3.2,90309.6,256,1000,0,0,1920x1080,False,AMD,Ryzen,3.2,AMD Radeon
HP,Notebook,15.6,4,Windows 10,2.1,18488.16,0,500,0,0,1366x768,False,Intel,Celeron Dual Core,1.6,Intel HD
Google,Ultrabook,12.3,16,Chrome OS,1.1,117162.72,512,0,0,0,2400x1600,True,Intel,Core i7,1.3,Intel HD
Lenovo,Ultrabook,24.0,24,Windows 10,1.32,126912.96,512,0,0,0,2560x1440,False,Intel,Core i7,2.7,Intel HD
Asus,Notebook,15.6,4,Linux,2.0,29783.52,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Lenovo,Notebook,17.3,8,Windows 10,2.8,27652.32,0,1000,0,0,1600x900,False,AMD,A-Series,2.5,AMD Radeon
Dell,Notebook,15.6,4,Windows 10,2.2,39906.72,256,0,0,0,1920x1080,False,Intel,Core i5,1.6,AMD Radeon
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,76137.12,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Lenovo,Notebook,15.6,4,Windows 10,2.2,18594.72,128,0,0,0,1920x1080,False,Intel,Pentium Quad Core,1.1,Intel HD
HP,Gaming,15.6,8,Windows 10,2.2,58554.72,128,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Dell,Notebook,14.0,8,Windows 10,1.64,62817.12,256,0,0,0,1920x1080,False,Intel,Core i5,2.8,Nvidia GeForce
Acer,Notebook,15.6,4,Linux,2.4,23539.104,0,500,0,0,1366x768,False,Intel,Core i5,2.5,Intel HD
Dell,Workstation,15.6,8,Windows 10,2.23,106187.04,0,1000,0,64,1920x1080,False,Intel,Xeon,3.0,Nvidia Quadro
MSI,Gaming,15.6,8,Windows 10,2.2,54757.9872,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
Microsoft,Ultrabook,13.5,16,Windows 10 S,1.25,137941.92,512,0,0,0,2256x1504,True,Intel,Core i7,2.5,Intel Iris
HP,Notebook,15.6,8,Windows 10,1.91,31381.92,128,0,0,0,1366x768,False,Intel,Core i5,2.5,Intel HD
Dell,Workstation,15.6,16,Windows 10,2.17,105228.0,256,0,0,0,1920x1080,False,Intel,Core i7,2.7,Nvidia Quadro
HP,Workstation,15.6,8,Windows 10,2.31,81731.52,512,0,0,0,1920x1080,False,Intel,Core i7,2.9,Intel HD
Lenovo,Notebook,14.0,8,Windows 10,1.65,71661.6,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Dell,Notebook,15.6,8,Windows 10,2.36,52161.12,128,1000,0,0,1920x1080,False,Intel,Core i7,1.8,AMD Radeon
Dell,2 in 1 Convertible,11.6,4,Windows 10,1.47,25521.12,0,500,0,0,1366x768,True,Intel,Pentium Quad Core,1.6,Intel HD
Dell,Notebook,17.3,8,Windows 10,4.42,109010.88,0,1000,0,0,1920x1080,False,Intel,Core i7,2.7,Nvidia GeForce
Microsoft,Ultrabook,13.5,4,Windows 10 S,1.252,52693.92,128,0,0,0,2256x1504,True,Intel,Core M,2.2,Intel HD
Microsoft,Ultrabook,33.5,8,Windows 10 S,1.25,95850.72,256,0,0,0,2256x1504,True,Intel,Core i7,2.5,Intel Iris
HP,Notebook,17.3,8,Windows 10,2.5,34093.872,256,0,0,0,1600x900,False,Intel,Core i3,2.0,Intel HD
Acer,Notebook,15.6,4,Windows 10,2.23,28984.32,0,1000,0,0,1920x1080,False,Intel,Core i3,2.0,Nvidia GeForce
Acer,Netbook,11.6,4,Windows 10,1.4,23176.8,128,0,0,0,1366x768,False,Intel,Celeron Dual Core,1.6,Intel HD
Asus,Notebook,15.6,8,Windows 10,2.37,39906.72,0,1000,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Lenovo,Notebook,14.0,8,No OS,1.5,42570.72,512,0,0,0,1920x1080,False,Intel,Core i7,2.7,AMD Radeon
Lenovo,Notebook,15.6,8,Windows 10,2.67,111355.2,256,0,0,0,1920x1080,False,Intel,Core i7,2.9,Nvidia Quadro
Asus,Notebook,15.6,4,Windows 10,2.0,16197.12,0,500,0,0,1366x768,False,Intel,Pentium Quad Core,1.1,Intel HD
Acer,Notebook,15.6,4,Windows 10,2.2,24988.32,0,500,0,0,1366x768,False,Intel,Core i3,2.0,Nvidia GeForce
Dell,Notebook,15.6,8,Windows 10,2.02,40439.52,0,2000,0,0,1920x1080,False,Intel,Core i5,1.6,AMD Radeon
HP,Gaming,17.3,12,Windows 10,3.78,90522.72,0,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Lenovo,Ultrabook,14.0,12,Windows 10,1.4,98994.24,256,0,0,0,2560x1440,False,Intel,Core i7,2.6,Intel HD
HP,2 in 1 Convertible,13.3,8,Windows 10,1.29,106506.72,512,0,0,0,3840x2160,True,Intel,Core i7,1.8,Intel UHD
HP,Notebook,15.6,8,Windows 10,1.9,61485.12,0,500,0,0,1920x1080,False,Intel,Core i5,2.5,AMD Firepro
Google,Ultrabook,12.3,8,Chrome OS,1.1,67932.0,128,0,0,0,2400x1600,True,Intel,Core i5,1.2,Intel HD
Dell,Ultrabook,13.3,8,Windows 10,1.42,98133.768,256,0,0,0,1920x1080,True,Intel,Core i5,1.6,Intel UHD
Asus,Notebook,15.6,12,Windows 10,2.06,69210.72,128,1000,0,0,3840x2160,False,Intel,Core i7,2.6,Intel HD
Dell,Notebook,14.0,8,Windows 10,1.79,39427.2,128,0,0,0,1366x768,False,Intel,Core i3,2.3,Intel HD
Dell,Workstation,15.6,8,Windows 10,1.78,128298.24,256,0,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia Quadro
Lenovo,Notebook,14.0,8,Windows 10,1.7,72673.92,180,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Toshiba,Notebook,13.3,8,Windows 10,1.05,89084.16,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Dell,Notebook,15.6,8,Windows 10,2.16,67239.36,512,0,0,0,1920x1080,False,Intel,Core i7,1.8,Nvidia GeForce
Dell,Notebook,15.6,4,Windows 10,2.18,31254.048,0,1000,0,0,1366x768,False,Intel,Core i3,2.4,Intel HD
HP,Notebook,13.3,4,Windows 10,1.49,38681.28,128,0,0,0,1920x1080,False,Intel,Core i5,1.6,Intel UHD
Chuwi,Notebook,15.6,4,Windows 10,1.89,13261.392,0,0,0,64,1920x1080,False,Intel,Atom,1.44,Intel HD
Lenovo,Notebook,15.6,4,Windows 10,2.3,30103.2,128,0,0,0,1366x768,False,Intel,Core i3,2.0,Intel HD
Lenovo,Notebook,14.0,8,Windows 10,1.75,55890.72,256,0,0,0,1920x1080,False,Intel,Core i5,1.6,Intel UHD
Dell,Workstation,15.6,16,Windows 10,2.17,124568.64,512,0,0,0,1920x1080,False,Intel,Core i7,2.7,Nvidia Quadro
Dell,Notebook,15.6,16,Windows 10,2.06,101178.72,512,0,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Lenovo,Ultrabook,12.5,16,Windows 10,1.36,95797.44,512,0,0,0,1920x1080,False,Intel,Core i7,2.7,Intel HD
Asus,Ultrabook,12.5,16,Windows 10,0.91,103896.0,512,0,0,0,1920x1080,False,Intel,Core i7,2.7,Intel HD
Lenovo,Notebook,15.6,8,Windows 10,2.3,53918.8272,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
Toshiba,Ultrabook,13.3,32,Windows 10,1.05,149130.72,512,0,0,0,1920x1080,True,Intel,Core i7,2.7,Intel HD
Asus,Gaming,15.6,8,Windows 10,1.99,71928.0,128,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Acer,Notebook,15.6,8,Windows 10,2.2,30849.12,0,1000,0,0,1366x768,False,AMD,A-Series,2.5,AMD Radeon
Asus,Gaming,17.3,24,Windows 10,4.33,67612.32,256,1000,0,0,1920x1080,True,Intel,Core i7,2.6,Nvidia GeForce
Lenovo,Ultrabook,12.5,8,Windows 10,1.3,58554.72,180,0,0,0,1366x768,False,Intel,Core i5,2.3,Intel HD
Lenovo,Notebook,15.6,8,Windows 10,2.17,47893.392,256,0,0,0,1920x1080,False,Intel,Core i7,1.8,Intel UHD
HP,Notebook,14.0,8,Windows 10,1.48,93186.72,1000,0,0,0,1920x1080,False,Intel,Core i7,2.8,Intel HD
Lenovo,Notebook,13.3,8,Windows 10,1.4,50562.72,256,0,0,0,1920x1080,False,Intel,Core i3,2.4,Intel HD
Lenovo,Notebook,15.6,8,Windows 10,2.3,48538.08,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Asus,Netbook,11.6,4,Windows 10 S,1.2,18115.2,0,0,0,64,1366x768,False,Intel,Celeron Dual Core,1.1,Intel HD
HP,Notebook,15.6,8,Windows 10,1.91,32979.7872,256,0,0,0,1366x768,False,Intel,Core i5,2.5,AMD Radeon
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.4,85194.72,256,0,0,0,1920x1080,True,Intel,Core i5,1.6,Intel UHD
Lenovo,Notebook,14.0,4,Windows 10,2.1,15930.72,0,500,0,0,1366x768,False,Intel,Celeron Dual Core,1.1,Intel HD
Lenovo,Netbook,11.6,4,Chrome OS,1.25,14119.2,16,0,0,0,1366x768,False,Intel,Celeron Dual Core,1.6,Intel HD
Lenovo,Notebook,13.3,8,Windows 10,1.44,50562.72,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Asus,Notebook,15.6,8,Windows 10,2.0,65214.72,256,1000,0,0,1920x1080,False,Intel,Core i7,2.7,Intel HD
Acer,Notebook,15.6,4,Windows 10,2.2,32660.64,0,1000,0,0,1920x1080,False,Intel,Core i5,1.6,Nvidia GeForce
HP,Ultrabook,13.3,8,Windows 10,1.34,70489.44,512,0,0,0,1920x1080,False,Intel,Core i7,2.7,Intel HD
Lenovo,Gaming,15.6,8,No OS,2.4,61218.72,256,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Dell,Ultrabook,13.3,8,Windows 10,1.29,47898.72,128,0,0,0,1920x1080,True,Intel,Core i5,2.5,Intel HD
Acer,Notebook,15.6,4,Windows 10,2.2,34045.92,0,500,0,0,1920x1080,False,Intel,Core i7,2.7,Nvidia GeForce
Dell,Notebook,15.6,8,Windows 10,2.18,44542.08,0,1000,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Dell,Notebook,15.6,16,Windows 10,2.2,64961.1072,256,2000,0,0,1920x1080,False,Intel,Core i7,1.8,AMD Radeon
Xiaomi,Notebook,15.6,16,No OS,1.95,74589.336,256,0,0,0,1920x1080,False,Intel,Core i7,1.8,Nvidia GeForce
Asus,Netbook,11.6,2,Windows 10,1.1,13053.6,0,0,0,32,1366x768,False,Intel,Celeron Dual Core,1.1,Intel HD
HP,Notebook,15.6,4,Windows 10,2.04,27783.9216,0,1000,0,0,1366x768,True,Intel,Core i5,1.6,Intel UHD
Asus,Gaming,15.6,24,Windows 10,2.24,158135.04,512,0,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
HP,Notebook,15.6,8,Windows 10,2.04,47365.92,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
Asus,Gaming,17.3,16,Windows 10,3.0,80133.12,256,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Lenovo,Gaming,15.6,8,Windows 10,3.2,74538.72,256,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
HP,Ultrabook,13.3,8,Windows 10,1.32,74538.72,256,0,0,0,1920x1080,False,Intel,Core i7,2.7,Intel HD
Dell,Notebook,14.0,8,Windows 10,1.64,68184.0144,256,0,0,0,1920x1080,False,Intel,Core i5,2.6,Intel HD
HP,Notebook,15.6,4,Windows 10,1.63,36709.92,128,0,0,0,1366x768,False,Intel,Core i3,2.0,Intel HD
Dell,Notebook,17.3,8,Linux,2.8,47365.92,128,1000,0,0,1920x1080,False,Intel,Core i5,1.6,AMD Radeon
Lenovo,Notebook,24.0,8,Windows 7,2.02,71395.2,256,0,0,0,1920x1080,False,Intel,Core i5,2.3,Intel HD
Lenovo,Notebook,15.6,4,Windows 10,2.2,42570.72,0,1000,0,0,1920x1080,False,Intel,Core i7,2.7,Nvidia GeForce
Lenovo,Notebook,15.6,8,No OS,2.2,24455.52,0,2000,0,0,1366x768,False,Intel,Core i3,2.0,Nvidia GeForce
Dell,Notebook,15.6,4,Windows 10,2.3,31168.8,0,500,0,0,1920x1080,False,Intel,Core i5,2.5,AMD Radeon
Dell,Notebook,15.6,8,Windows 10,1.9,73366.56,256,0,0,0,1920x1080,False,Intel,Core i5,2.8,Intel HD
Dell,Gaming,17.3,16,Windows 10,4.42,160520.3856,128,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Toshiba,Notebook,15.6,8,Windows 10,2.0,45820.8,0,500,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Asus,Notebook,15.6,8,Windows 10,2.0,69210.72,256,1000,0,0,3840x2160,False,Intel,Core i7,2.7,Nvidia GeForce
Mediacom,Notebook,13.3,4,Windows 10,1.2,19660.32,32,0,0,0,1920x1080,False,Intel,Celeron Quad Core,1.1,Intel HD
Asus,Gaming,15.6,8,Windows 10,2.3,87858.72,128,1000,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
Dell,Notebook,15.6,8,Windows 10,1.93,72940.32,256,0,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Dell,Notebook,15.6,8,Windows 10,2.2,42486.0048,256,0,0,0,1920x1080,False,Intel,Core i5,1.6,AMD Radeon
HP,Notebook,15.6,4,Windows 10,1.86,21258.1872,256,0,0,0,1920x1080,False,Intel,Pentium Quad Core,1.6,Intel HD
HP,Gaming,17.3,12,Windows 10,2.62,95850.72,0,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Lenovo,Notebook,14.0,8,Windows 10,1.87,45767.52,256,0,0,0,1920x1080,False,Intel,Core i7,2.7,Nvidia GeForce
Dell,Ultrabook,13.3,8,Windows 10,1.2,74538.72,256,0,0,0,3200x1800,True,Intel,Core i7,1.8,Intel UHD
Dell,Notebook,14.0,4,Windows 10,1.6,39207.1536,128,0,0,0,1920x1080,False,Intel,Core i3,2.0,Intel HD
HP,Ultrabook,13.3,8,Windows 10,1.34,61005.6,256,0,0,0,3200x1800,False,Intel,Core i7,2.7,Intel HD
Acer,Gaming,15.6,8,Linux,2.4,42517.44,0,1000,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
Asus,Notebook,15.6,4,Windows 10,2.0,18594.72,0,500,0,0,1366x768,False,AMD,E-Series,1.8,AMD Radeon
HP,Notebook,15.6,4,Windows 10,2.1,37589.04,128,0,0,0,1920x1080,False,Intel,Core i3,2.4,Intel HD
Lenovo,Notebook,14.0,4,Windows 10,1.87,41824.8,0,500,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Lenovo,Notebook,15.6,4,No OS,2.15,24634.008,0,1000,0,0,1920x1080,False,Intel,Core i5,2.3,Intel HD
HP,Notebook,15.6,4,Windows 10,1.86,21152.16,0,500,0,0,1920x1080,False,Intel,Core i3,2.0,Intel HD
Lenovo,Notebook,15.6,8,Windows 10,1.99,92121.12,512,0,0,0,1920x1080,False,Intel,Core i7,2.7,Intel HD
Lenovo,Notebook,15.6,4,Windows 10,2.2,26586.72,128,0,0,0,1920x1080,False,Intel,Core i3,2.0,Intel HD
Dell,Notebook,15.6,8,Windows 10,1.9,59513.2272,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Dell,Gaming,17.3,16,Windows 10,4.42,143802.72,256,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
HP,Notebook,17.3,8,Windows 10,2.65,28992.312,0,1000,0,0,1600x900,False,Intel,Core i3,2.0,Intel HD
HP,Notebook,17.3,8,Windows 10,2.63,68198.4,0,1000,0,0,1920x1080,False,Intel,Core i7,2.7,Nvidia GeForce
Asus,Notebook,15.6,4,Linux,2.0,11934.72,0,500,0,0,1366x768,False,Intel,Celeron Dual Core,1.1,Intel HD
Mediacom,Notebook,13.3,4,Windows 10,1.35,13586.4,0,0,0,32,1920x1080,False,Intel,Atom,1.44,Intel HD
Lenovo,Notebook,17.3,6,Windows 10,2.8,50562.72,128,1000,0,0,1600x900,False,Intel,Core i7,2.7,Nvidia GeForce
HP,Notebook,15.6,6,Windows 10,1.91,30310.992,128,0,0,0,1920x1080,False,AMD,A-Series,2.5,AMD Radeon
Dell,Notebook,15.6,4,Windows 10,2.18,32921.712,0,1000,0,0,1366x768,False,Intel,Core i3,2.0,AMD Radeon
Acer,2 in 1 Convertible,11.6,4,Windows 10,1.25,18594.72,0,0,0,32,1920x1080,True,Intel,Celeron Dual Core,2.0,Intel HD
Lenovo,Notebook,15.6,4,Windows 10,2.05,33566.4,128,0,0,0,1920x1080,False,Intel,Core i3,2.7,Intel HD
HP,Ultrabook,13.3,16,Windows 10,1.16,104695.2,512,0,0,0,3200x1800,True,Intel,Core M,1.2,Intel HD
Lenovo,Notebook,17.3,8,Windows 10,3.4,159786.72,256,0,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia Quadro
Asus,Notebook,15.6,8,Windows 10,2.5,44701.92,128,1000,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
Dell,Ultrabook,13.3,8,Windows 10,1.21,85194.72,128,0,0,0,3840x2160,True,Intel,Core i5,1.6,Intel UHD
Dell,Notebook,15.6,4,Windows 10,1.93,51095.52,0,500,0,0,1366x768,False,Intel,Core i5,2.6,Intel HD
Lenovo,Notebook,15.6,4,Windows 10,2.2,18328.32,0,500,0,0,1920x1080,False,Intel,Pentium Quad Core,1.1,Intel HD
Lenovo,Notebook,14.0,4,Windows 10,2.02,52747.2,0,500,0,0,1366x768,False,Intel,Core i5,2.5,Intel HD
HP,Workstation,17.3,8,Windows 10,3.14,99153.5472,0,500,0,0,1600x900,False,Intel,Core i5,2.8,Nvidia Quadro
HP,Notebook,14.0,8,Windows 10,1.94,20725.92,0,2000,0,0,1366x768,False,Intel,Pentium Quad Core,1.6,Intel HD
HP,Notebook,15.6,6,Windows 10,1.95,34578.72,256,0,0,0,1920x1080,False,AMD,A-Series,3.0,AMD Radeon
Lenovo,Notebook,15.6,8,Windows 10,2.3,44222.4,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Lenovo,Notebook,15.6,4,Windows 10,2.05,36496.8,0,500,0,0,1920x1080,False,Intel,Core i5,1.6,Intel HD
Mediacom,Notebook,14.0,4,Windows 10,1.4,13266.72,32,0,0,0,1920x1080,False,Intel,Atom,1.44,Intel HD
Toshiba,Ultrabook,14.0,16,Windows 10,1.24,99367.2,512,0,0,0,1920x1080,True,Intel,Core i7,2.7,Intel HD
Lenovo,Gaming,17.3,32,Windows 10,4.6,141884.64,256,1000,0,0,1920x1080,False,Intel,Core i7,2.7,Nvidia GeForce
MSI,Gaming,17.3,16,Windows 10,4.14,145401.12,512,1000,0,0,1920x1080,False,Intel,Core i7,2.9,Nvidia GeForce
Dell,Notebook,15.6,8,Linux,2.2,39907.2528,256,0,0,0,1920x1080,False,Intel,Core i7,2.7,AMD Radeon
Mediacom,Notebook,14.0,4,Windows 10,1.45,20725.92,32,0,0,0,1920x1080,False,Intel,Celeron Quad Core,1.1,Intel HD
Dell,Notebook,15.6,8,Windows 10,1.9,53733.9456,0,500,0,0,1366x768,False,Intel,Core i5,2.6,Intel HD
HP,Notebook,13.3,4,Windows 10,1.49,38308.32,128,0,0,0,1920x1080,False,Intel,Core i3,2.4,Intel HD
Dell,Notebook,15.6,16,Windows 10,1.93,81912.1392,256,0,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Dell,Netbook,11.6,4,Chrome OS,1.26,15717.6,0,0,0,16,1366x768,False,Intel,Celeron Dual Core,1.6,Intel HD
MSI,Gaming,17.3,16,Windows 10,4.5,125154.72,128,1000,0,0,1920x1080,False,Intel,Core i7,2.7,Nvidia GeForce
HP,Gaming,17.3,16,Windows 10,3.78,79813.44,256,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Lenovo,Ultrabook,14.0,12,Windows 10,8.4,89137.44,256,0,0,0,1920x1080,False,Intel,Core i7,2.6,Intel HD
Lenovo,Notebook,15.6,12,Windows 10,2.2,32447.52,0,1000,0,0,1366x768,True,Intel,Core i7,1.8,Intel HD
Asus,Gaming,17.3,8,Windows 10,2.73,94305.6,128,1000,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
Asus,2 in 1 Convertible,15.6,8,Windows 10,2.2,39373.92,0,1000,0,0,1366x768,True,Intel,Core i5,2.5,Intel HD
Lenovo,Notebook,15.6,12,Windows 10,2.2,50562.72,512,0,0,0,1920x1080,False,AMD,A-Series,3.6,AMD Radeon
Dell,2 in 1 Convertible,31.6,4,Windows 10,1.39,32127.84,128,0,0,0,1366x768,True,Intel,Core M,1.0,Intel HD
Samsung,Notebook,15.6,16,Windows 10,2.5,90522.72,128,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Lenovo,Notebook,17.3,4,No OS,2.8,28185.12,0,500,0,0,1920x1080,False,Intel,Core i3,2.0,Intel HD
Lenovo,Notebook,15.6,8,Windows 10,2.29,24455.52,0,1000,0,0,1366x768,False,Intel,Core i3,2.3,Intel HD
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,107892.0,512,0,0,0,1920x1080,True,Intel,Core i7,2.7,Intel HD
Lenovo,Notebook,14.0,8,Windows 10,1.7,78534.72,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Dell,2 in 1 Convertible,12.5,8,Windows 10,1.34,88977.6,256,0,0,0,1920x1080,True,Intel,Core i5,2.5,Intel HD
Dell,Workstation,15.6,8,Windows 10,2.06,93932.64,256,0,0,0,1920x1080,True,Intel,Core i7,2.8,Nvidia Quadro
HP,Notebook,15.6,8,Windows 10,1.84,64948.32,256,0,0,0,1920x1080,False,Intel,Core i7,2.7,Intel HD
HP,Notebook,15.6,4,Windows 10,2.1,35616.6144,0,500,0,0,1366x768,False,Intel,Core i3,2.4,Intel HD
Acer,Notebook,14.0,4,Windows 10,1.6,17529.12,0,0,0,32,1920x1080,False,Intel,Celeron Quad Core,1.1,Intel HD
MSI,Gaming,17.3,16,Windows 10,4.14,117162.72,128,1000,0,0,1920x1080,False,Intel,Core i7,2.7,Nvidia GeForce
Dell,Notebook,15.6,4,Linux,2.18,24775.2,0,1000,0,0,1366x768,False,Intel,Core i3,2.0,AMD Radeon
MSI,Gaming,15.6,16,Windows 10,1.8,122490.72,256,2000,0,0,3840x2160,False,Intel,Core i7,2.8,Nvidia GeForce
Toshiba,Notebook,15.6,8,Windows 10,2.2,74538.72,256,0,0,0,1920x1080,False,Intel,Core i7,2.5,Intel HD
Lenovo,Notebook,15.6,6,Windows 10,2.4,30049.92,0,1000,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,69210.72,256,0,0,0,1920x1080,True,Intel,Core i7,2.8,Intel HD
Acer,Notebook,14.0,4,Windows 10,1.6,18594.72,0,0,0,128,1366x768,False,Intel,Pentium Quad Core,1.6,Intel HD
Lenovo,Notebook,15.6,32,Windows 10,2.5,261018.72,1000,0,0,0,3840x2160,False,Intel,Xeon,3.1,Nvidia Quadro
Dell,Gaming,15.6,16,Windows 10,2.59,46833.6528,0,1000,0,0,1920x1080,False,Intel,Core i7,2.6,Nvidia GeForce
Dell,Notebook,15.6,4,Linux,2.18,23650.992,0,1000,0,0,1366x768,False,Intel,Core i3,2.0,Intel HD
Dell,Notebook,15.6,4,Linux,2.25,19127.52,0,1000,0,0,1366x768,False,Intel,Core i3,2.0,Intel HD
Dell,Notebook,15.6,4,Linux,1.93,46300.32,0,500,0,0,1366x768,False,Intel,Core i5,2.6,Intel HD
Asus,Gaming,17.3,8,Windows 10,3.0,62231.04,128,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
HP,Ultrabook,15.6,8,Windows 10,1.84,74005.92,512,0,0,0,1920x1080,False,Intel,Core i7,2.7,Intel HD
MSI,Gaming,15.6,16,Windows 10,2.94,120831.5808,256,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.25,20193.12,0,0,0,32,1366x768,True,Intel,Celeron Quad Core,1.6,Intel HD
HP,Notebook,14.0,8,Windows 10,2.31,59886.72,256,0,0,0,1366x768,False,Intel,Core i5,2.6,Intel HD
Lenovo,Notebook,14.0,8,Windows 7,1.65,78055.2,256,0,0,0,1920x1080,False,Intel,Core i5,2.3,Intel HD
